Title/Synonyms	IUPAC	InChI	Isomeric_SMILES	Canonical_SMILES	PUBCHEM_CID	Status	Source
1,10-Diazachrysene/1,10-Diazachrysene	quinolino[7,8-f]quinoline	InChI=1S/C16H10N2/c1-3-11-5-6-12-13-4-2-9-17-15(13)8-7-14(12)16(11)18-10-1/h1-10H	C1=CC2=C(C3=C(C=C2)C4=C(C=C3)N=CC=C4)N=C1	c1ccc2c(n1)c1ccc3c(c1cc2)cccn3	12290614	-1	PMID: 19702240
4,10-Diazachrysene/4,10-Diazachrysene	quinolino[8,7-h]quinoline	InChI=1S/C16H10N2/c1-3-11-5-7-14-13(15(11)17-9-1)8-6-12-4-2-10-18-16(12)14/h1-10H	C1=CC2=C(C3=C(C=C2)C4=C(C=CC=N4)C=C3)N=C1	c1ccc2c(n1)c1ccc3c(c1cc2)nccc3	4526899	-1	PMID: 19702240
2(1H)-Pyrimidinone, tetrahydro-1-nitroso-/Propylenenitrosourea	1-nitroso-1,3-diazinan-2-one	InChI=1S/C4H7N3O2/c8-4-5-2-1-3-7(4)6-9/h1-3H2,(H,5,8)	C1CNC(=O)N(C1)N=O	C1CCNC(=O)N1N=O	96485	-1	PMID: 19702240
1,3-Dioxane/1,3-DIOXANE	1,3-dioxane	InChI=1S/C4H8O2/c1-2-5-4-6-3-1/h1-4H2	C1COCOC1	C1CCOCO1	10450	-1	PMID: 19702240
1,3-Dithiane/1,3-Dithiane	1,3-dithiane	InChI=1S/C4H8S2/c1-2-5-4-6-3-1/h1-4H2	C1CSCSC1	C1CCSCS1	10451	-1	PMID: 19702240
Bisantrene/Bisantrene	N-[(E)-[10-[(E)-(4,5-dihydro-1H-imidazol-2-ylhydrazinylidene)methyl]anthracen-9-yl]methylideneamino]-4,5-dihydro-1H-imidazol-2-amine	InChI=1S/C22H22N8/c1-2-6-16-15(5-1)19(13-27-29-21-23-9-10-24-21)17-7-3-4-8-18(17)20(16)14-28-30-22-25-11-12-26-22/h1-8,13-14H,9-12H2,(H2,23,24,29)(H2,25,26,30)/b27-13+,28-14+	C1NC(=NC1)N/N=C/C2=C3C(=C(C4=CC=CC=C24)/C=N/NC5=NCCN5)C=CC=C3	C1CN=C(N1)N/N=C/c1c2ccccc2c(c2c1cccc2)/C=N/NC1=NCCN1	5351322	-1	PMID: 19702240
Triethylenemelamine/Triethylenemelamine	2,4,6-tris(aziridin-1-yl)-1,3,5-triazine	InChI=1S/C9H12N6/c1-2-13(1)7-10-8(14-3-4-14)12-9(11-7)15-5-6-15/h1-6H2	C1CN1C2=NC(=NC(=N2)N3CC3)N4CC4	C1CN1c1nc(nc(n1)N1CC1)N1CC1	5799	-1	PMID: 19702240
(1As,7bR)-1a,7b-dihydrooxireno[2,3-h]quinoline/(1As,7bR)-1a,7b-dihydrooxireno[2,3-h]quinoline	(1aS,7bR)-1a,7b-dihydrooxireno[2,3-h]quinoline	InChI=1S/C9H7NO/c1-2-6-3-4-7-9(11-7)8(6)10-5-1/h1-5,7,9H/t7-,9-/m0/s1	C1=CC2=C([C@@H]3[C@@H](O3)C=C2)N=C1	c1cnc2c(c1)C=C[C@H]1[C@@H]2O1	13706513	-1	PMID: 19702240
9,10-Epoxy-7,8,9,10-tetrahydrobenzo(f)quinoline/119143-43-0	14-oxa-6-azatetracyclo[8.5.0.02,7.013,15]pentadeca-1(10),2(7),3,5,8-pentaene	InChI=1S/C13H11NO/c1-2-9-10(14-7-1)5-3-8-4-6-11-13(15-11)12(8)9/h1-3,5,7,11,13H,4,6H2	C1CC2=C(C3C1O3)C4=C(C=C2)N=CC=C4	c1cnc2c(c1)c1c(cc2)CCC2C1O2	147340	-1	PMID: 19702240
1,7-Phenanthroline/1,7-Phenanthroline	1,7-phenanthroline	InChI=1S/C12H8N2/c1-3-9-5-6-11-10(4-2-7-13-11)12(9)14-8-1/h1-8H	C1=CC2=C(C3=C(C=C2)N=CC=C3)N=C1	c1cnc2c(c1)ccc1c2cccn1	67473	-1	PMID: 19702240
Thiazole/THIAZOLE	1,3-thiazole	InChI=1S/C3H3NS/c1-2-5-3-4-1/h1-3H	C1=CSC=N1	c1nccs1	9256	-1	PMID: 19702240
Thiazolidine/THIAZOLIDINE	1,3-thiazolidine	InChI=1S/C3H7NS/c1-2-5-3-4-1/h4H,1-3H2	C1CSCN1	C1NCCS1	10444	-1	PMID: 19702240
(1R,3R,6S)-3-[(2S)-oxiran-2-yl]-7-oxabicyclo[4.1.0]heptane/ZINC3982467	(1R,3R,6S)-3-[(2S)-oxiran-2-yl]-7-oxabicyclo[4.1.0]heptane	InChI=1S/C8H12O2/c1-2-6-7(10-6)3-5(1)8-4-9-8/h5-8H,1-4H2/t5-,6+,7-,8-/m1/s1	C1C[C@H]2[C@H](O2)C[C@@H]1[C@H]3CO3	C1O[C@H]1[C@@H]1CC[C@H]2[C@@H](C1)O2	6994146	-1	PMID: 19702240
Oxiranecarboxaldehyde, (R)-/(R)-Glycidaldehyde	(2R)-oxirane-2-carbaldehyde	InChI=1S/C3H4O2/c4-1-3-2-5-3/h1,3H,2H2/t3-/m0/s1	C1[C@@H](O1)C=O	C1O[C@H]1C=O	10920441	-1	PMID: 19702240
(+)-Enriched/(+)-Enriched	5-[[(2R)-oxiran-2-yl]methyl]-1,3-benzodioxole	InChI=1S/C10H10O3/c1-2-9-10(13-6-12-9)4-7(1)3-8-5-11-8/h1-2,4,8H,3,5-6H2/t8-/m1/s1	C1[C@H](O1)CC2=CC3=C(C=C2)OCO3	C1Oc2c(O1)cc(cc2)C[C@@H]1CO1	11745184	-1	PMID: 19702240
Bromomethane/Bromomethane	bromomethane	InChI=1S/CH3Br/c1-2/h1H3	CBr	CBr	6323	-1	PMID: 19702240
2-Nitropropane nitronate/2-Nitropropane nitronate	2-nitropropane	InChI=1S/C3H6NO2/c1-3(2)4(5)6/h1-2H3/q-1	C[C-](C)[N+](=O)[O-]	C[C-]([N+](=O)[O-])C	107791	-1	PMID: 19702240
(2R)-5-hydroxy-11-methyl-2-prop-1-en-2-yl-1,2-dihydrofuro[2,3-c]acridin-6-one/CHEMBL563582	(2R)-5-hydroxy-11-methyl-2-prop-1-en-2-yl-1,2-dihydrofuro[2,3-c]acridin-6-one	InChI=1S/C19H17NO3/c1-10(2)15-8-12-16(23-15)9-14(21)17-18(12)20(3)13-7-5-4-6-11(13)19(17)22/h4-7,9,15,21H,1,8H2,2-3H3/t15-/m1/s1	CC(=C)[C@H]1CC2=C(O1)C=C(C3=C2N(C4=CC=CC=C4C3=O)C)O	CC(=C)[C@@H]1Oc2c(C1)c1c(c(c2)O)c(=O)c2c(n1C)cccc2	11623705	-1	PMID: 19702240
[(2S)-2,3-dibromopropyl] 2-methylprop-2-enoate/ZINC2032785	[(2S)-2,3-dibromopropyl] 2-methylprop-2-enoate	InChI=1S/C7H10Br2O2/c1-5(2)7(10)11-4-6(9)3-8/h6H,1,3-4H2,2H3/t6-/m1/s1	CC(=C)C(=O)OC[C@@H](CBr)Br	CC(=C)C(=O)OC[C@@H](CBr)Br	92170673	-1	PMID: 19702240
[(2R)-oxiran-2-yl]methyl 2-methylprop-2-enoate/[(2R)-oxiran-2-yl]methyl 2-methylprop-2-enoate	[(2R)-oxiran-2-yl]methyl 2-methylprop-2-enoate	InChI=1S/C7H10O3/c1-5(2)7(8)10-4-6-3-9-6/h6H,1,3-4H2,2H3/t6-/m1/s1	CC(=C)C(=O)OC[C@H]1CO1	CC(=C)C(=O)OC[C@H]1CO1	904806	-1	PMID: 19702240
3-Chloro-2-methyl-1-butene/3-CHLORO-2-METHYL-1-BUTENE	3-chloro-2-methylbut-1-ene	InChI=1S/C5H9Cl/c1-4(2)5(3)6/h5H,1H2,2-3H3	CC(C(=C)C)Cl	CC(=C)C(Cl)C	21243	-1	PMID: 19702240
Methacrolein/METHACROLEIN	2-methylprop-2-enal	InChI=1S/C4H6O/c1-4(2)3-5/h3H,1H2,2H3	CC(=C)C=O	CC(=C)C=O	6562	-1	PMID: 19702240
Buterazine/budralazine	N-[(E)-4-methylpent-3-en-2-ylideneamino]phthalazin-1-amine	InChI=1S/C14H16N4/c1-10(2)8-11(3)16-18-14-13-7-5-4-6-12(13)9-15-17-14/h4-9H,1-3H3,(H,17,18)/b16-11+	CC(=C/C(=N/NC1=NN=CC2=CC=CC=C21)/C)C	CC(=C/C(=N/Nc1nncc2c1cccc2)/C)C	6419536	-1	PMID: 19702240
2-Cyclohexen-1-one, 6-(1-hydroxy-1,5-dimethyl-4-hexenyl)-, (R*,R*)-(+-)-/3-Desmethylhernandulcin	(6R)-6-[(2R)-2-hydroxy-6-methylhept-5-en-2-yl]cyclohex-2-en-1-one	InChI=1S/C14H22O2/c1-11(2)7-6-10-14(3,16)12-8-4-5-9-13(12)15/h5,7,9,12,16H,4,6,8,10H2,1-3H3/t12-,14+/m0/s1	CC(=CCC[C@](C)([C@H]1CCC=CC1=O)O)C	CC(=CCC[C@]([C@H]1CCC=CC1=O)(O)C)C	154197	-1	PMID: 19702240
	2,4,18-trihydroxy-15-(3-methylbut-2-enyl)-7,9,13-trioxapentacyclo[10.8.0.03,10.04,8.014,19]icosa-1,3(10),5,11,14,16,18-heptaen-20-one	InChI=1S/C22H18O7/c1-10(2)3-4-11-5-6-12(23)15-18(24)16-13(28-20(11)15)9-14-17(19(16)25)22(26)7-8-27-21(22)29-14/h3,5-9,21,23,25-26H,4H2,1-2H3	CC(=CCC1=C2C(=C(C=C1)O)C(=O)C3=C(C4=C(C=C3O2)OC5C4(C=CO5)O)O)C	CC(=CCc1ccc(c2c1oc1cc3OC4C(c3c(c1c2=O)O)(O)C=CO4)O)C	73715392	-1	PMID: 19702240
cis-Benzylideneacetone/cis-Benzylideneacetone	(Z)-4-phenylbut-3-en-2-one	InChI=1S/C10H10O/c1-9(11)7-8-10-5-3-2-4-6-10/h2-8H,1H3/b8-7-	CC(=O)/C=C\C1=CC=CC=C1	CC(=O)/C=C\c1ccccc1	11147801	-1	PMID: 19702240
N-(1-Acetyl-5-nitro-2,1-benzisothiazol-3(1H)-ylidene)acetamide/N-(1-Acetyl-5-nitro-2,1-benzisothiazol-3(1H)-ylidene)acetamide	N-(1-acetyl-5-nitro-2,1-benzothiazol-3-ylidene)acetamide	InChI=1S/C11H9N3O4S/c1-6(15)12-11-9-5-8(14(17)18)3-4-10(9)13(19-11)7(2)16/h3-5H,1-2H3	CC(=O)N=C1C2=C(C=CC(=C2)[N+](=O)[O-])N(S1)C(=O)C	CC(=O)N=c1sn(c2c1cc(cc2)[N+](=O)[O-])C(=O)C	13683713	-1	PMID: 19702240
10-Acetyl-11-hydroxy-7,7-dimethyl-2,6,6a,7,11a,11b-hexahydro-9H-pyrrolo[1',2':2,3]isoindolo[4,5,6-cd]indol-9-one/.alpha.-Cyclopiazonic acid	5-acetyl-4-hydroxy-8,8-dimethyl-7,16-diazapentacyclo[9.6.1.02,9.03,7.015,18]octadeca-1(17),4,11(18),12,14-pentaen-6-one	InChI=1S/C20H20N2O3/c1-9(23)14-18(24)17-16-11-8-21-13-6-4-5-10(15(11)13)7-12(16)20(2,3)22(17)19(14)25/h4-6,8,12,16-17,21,24H,7H2,1-3H3	CC(=O)C1=C(C2C3C(CC4=C5C3=CNC5=CC=C4)C(N2C1=O)(C)C)O	CC(=O)C1=C(O)C2N(C1=O)C(C1C2c2c[nH]c3c2c(C1)ccc3)(C)C	54675761	-1	PMID: 19702240
10-Acetyl dithranol/10-Acetyl dithranol	10-acetyl-1,8-dihydroxy-10H-anthracen-9-one	InChI=1S/C16H12O4/c1-8(17)13-9-4-2-6-11(18)14(9)16(20)15-10(13)5-3-7-12(15)19/h2-7,13,18-19H,1H3	CC(=O)C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O	CC(=O)C1c2cccc(c2C(=O)c2c1cccc2O)O	3080591	-1	PMID: 19702240
3,3'-Diacetyl-4,4'-diaminodiphenylmethane/147974-61-6	1-[5-[(3-acetyl-4-aminophenyl)methyl]-2-aminophenyl]ethanone	InChI=1S/C17H18N2O2/c1-10(20)14-8-12(3-5-16(14)18)7-13-4-6-17(19)15(9-13)11(2)21/h3-6,8-9H,7,18-19H2,1-2H3	CC(=O)C1=C(C=CC(=C1)CC2=CC(=C(C=C2)N)C(=O)C)N	CC(=O)c1cc(ccc1N)Cc1ccc(c(c1)C(=O)C)N	71346162	-1	PMID: 19702240
2-Acetyl-5-nitropyrrole/2-Acetyl-5-nitropyrrole	1-(5-nitro-1H-pyrrol-2-yl)ethanone	InChI=1S/C6H6N2O3/c1-4(9)5-2-3-6(7-5)8(10)11/h2-3,7H,1H3	CC(=O)C1=CC=C(N1)[N+](=O)[O-]	CC(=O)c1ccc([nH]1)[N+](=O)[O-]	36066	-1	PMID: 19702240
2-Acetyl-5-nitrothiophene/2-Acetyl-5-nitrothiophene	1-(5-nitrothiophen-2-yl)ethanone	InChI=1S/C6H5NO3S/c1-4(8)5-2-3-6(11-5)7(9)10/h2-3H,1H3	CC(=O)C1=CC=C(S1)[N+](=O)[O-]	CC(=O)c1ccc(s1)[N+](=O)[O-]	38293	-1	PMID: 19702240
4-Acetyl-2a,7b-dihydro-2a,7b-dimethyl-1,2-dioxeto(3,4-b)benzofuran/128753-86-6	1-(2a,7b-dimethyldioxeto[3,4-b][1]benzofuran-4-yl)ethanone	InChI=1S/C12H12O4/c1-7(13)8-5-4-6-9-10(8)14-12(3)11(9,2)15-16-12/h4-6H,1-3H3	CC(=O)C1=C2C(=CC=C1)C3(C(O2)(OO3)C)C	CC(=O)c1cccc2c1OC1(C2(C)OO1)C	154310	-1	PMID: 19702240
1-Nitro-2-acetylpyrrole/1-Nitro-2-acetylpyrrole	1-(1-nitropyrrol-2-yl)ethanone	InChI=1S/C6H6N2O3/c1-5(9)6-3-2-4-7(6)8(10)11/h2-4H,1H3	CC(=O)C1=CC=CN1[N+](=O)[O-]	CC(=O)c1cccn1[N+](=O)[O-]	154698	-1	PMID: 19702240
2-Acetylfuran/2-Acetylfuran	1-(furan-2-yl)ethanone	InChI=1S/C6H6O2/c1-5(7)6-3-2-4-8-6/h2-4H,1H3	CC(=O)C1=CC=CO1	CC(=O)c1ccco1	14505	-1	PMID: 19702240
3,4-Diphenyl-5-nitro-2-acetylfuran/3,4-Diphenyl-5-nitro-2-acetylfuran	1-(5-nitro-3,4-diphenylfuran-2-yl)ethanone	InChI=1S/C18H13NO4/c1-12(20)17-15(13-8-4-2-5-9-13)16(18(23-17)19(21)22)14-10-6-3-7-11-14/h2-11H,1H3	CC(=O)C1=C(C(=C(O1)[N+](=O)[O-])C2=CC=CC=C2)C3=CC=CC=C3	CC(=O)c1oc(c(c1c1ccccc1)c1ccccc1)[N+](=O)[O-]	198276	-1	PMID: 19702240
N-Acetyl-4-nitrophenylhydroxylamine/N-Acetyl-4-nitrophenylhydroxylamine	N-hydroxy-N-(4-nitrophenyl)acetamide	InChI=1S/C8H8N2O4/c1-6(11)9(12)7-2-4-8(5-3-7)10(13)14/h2-5,12H,1H3	CC(=O)N(C1=CC=C(C=C1)[N+](=O)[O-])O	CC(=O)N(c1ccc(cc1)[N+](=O)[O-])O	49751	-1	PMID: 19702240
trans-N-Hydroxy-4-acetylaminostilbene/trans-N-Hydroxy-aas	N-hydroxy-N-[4-[(E)-2-phenylethenyl]phenyl]acetamide	InChI=1S/C16H15NO2/c1-13(18)17(19)16-11-9-15(10-12-16)8-7-14-5-3-2-4-6-14/h2-12,19H,1H3/b8-7+	CC(=O)N(C1=CC=C(C=C1)/C=C/C2=CC=CC=C2)O	CC(=O)N(c1ccc(cc1)/C=C/c1ccccc1)O	6054491	-1	PMID: 19702240
N-Hydroxy-4-acetylaminobiphenyl/N-Hydroxy-4-acetylaminobiphenyl	N-hydroxy-N-(4-phenylphenyl)acetamide	InChI=1S/C14H13NO2/c1-11(16)15(17)14-9-7-13(8-10-14)12-5-3-2-4-6-12/h2-10,17H,1H3	CC(=O)N(C1=CC=C(C=C1)C2=CC=CC=C2)O	CC(=O)N(c1ccc(cc1)c1ccccc1)O	20527	-1	PMID: 19702240
Acetamide, N-(4-((4-(dimethylamino)phenyl)azo)phenyl)-N-methyl-/33804-48-7	N-[4-[[4-(dimethylamino)phenyl]diazenyl]phenyl]-N-methylacetamide	InChI=1S/C17H20N4O/c1-13(22)21(4)17-11-7-15(8-12-17)19-18-14-5-9-16(10-6-14)20(2)3/h5-12H,1-4H3	CC(=O)N(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N(C)C	CC(=O)N(c1ccc(cc1)N=Nc1ccc(cc1)N(C)C)C	36600	-1	PMID: 19702240
N-Hydroxy-N-(4-phenoxyphenyl)acetamide/N-Hydroxy-N-(4-phenoxyphenyl)acetamide	N-hydroxy-N-(4-phenoxyphenyl)acetamide	InChI=1S/C14H13NO3/c1-11(16)15(17)12-7-9-14(10-8-12)18-13-5-3-2-4-6-13/h2-10,17H,1H3	CC(=O)N(C1=CC=C(C=C1)OC2=CC=CC=C2)O	CC(=O)N(c1ccc(cc1)Oc1ccccc1)O	51383	-1	PMID: 19702240
Acetamide, N-hydroxy-N-(4-(phenylthio)phenyl)-/4-N-Hydroxy-N-acetylaminodiphenyl thioether	N-hydroxy-N-(4-phenylsulfanylphenyl)acetamide	InChI=1S/C14H13NO2S/c1-11(16)15(17)12-7-9-14(10-8-12)18-13-5-3-2-4-6-13/h2-10,17H,1H3	CC(=O)N(C1=CC=C(C=C1)SC2=CC=CC=C2)O	CC(=O)N(c1ccc(cc1)Sc1ccccc1)O	148172	-1	PMID: 19702240
Acetamide, N-(acetyloxy)-N-(4-(phenylthio)phenyl)-/116505-02-3	(N-acetyl-4-phenylsulfanylanilino) acetate	InChI=1S/C16H15NO3S/c1-12(18)17(20-13(2)19)14-8-10-16(11-9-14)21-15-6-4-3-5-7-15/h3-11H,1-2H3	CC(=O)N(C1=CC=C(C=C1)SC2=CC=CC=C2)OC(=O)C	CC(=O)N(c1ccc(cc1)Sc1ccccc1)OC(=O)C	146617	-1	PMID: 19702240
Acetamide, N-chloro-N-9H-fluoren-2-yl-/N-Chloro-2-acetylaminofluorene	N-chloro-N-(9H-fluoren-2-yl)acetamide	InChI=1S/C15H12ClNO/c1-10(18)17(16)13-6-7-15-12(9-13)8-11-4-2-3-5-14(11)15/h2-7,9H,8H2,1H3	CC(=O)N(C1=CC2=C(C=C1)C3=CC=CC=C3C2)Cl	CC(=O)N(c1ccc2-c3c(Cc2c1)cccc3)Cl	96367	-1	PMID: 19702240
N-Acetyl-2,2'-hydrazofluorene/N-Acetyl-2,2'-hydrazofluorene	N,N'-bis(9H-fluoren-2-yl)acetohydrazide	InChI=1S/C28H22N2O/c1-18(31)30(24-11-13-28-22(17-24)15-20-7-3-5-9-26(20)28)29-23-10-12-27-21(16-23)14-19-6-2-4-8-25(19)27/h2-13,16-17,29H,14-15H2,1H3	CC(=O)N(C1=CC2=C(C=C1)C3=CC=CC=C3C2)NC4=CC5=C(C=C4)C6=CC=CC=C6C5	CC(=O)N(c1ccc2-c3c(Cc2c1)cccc3)Nc1ccc2-c3c(Cc2c1)cccc3	32257	-1	PMID: 19702240
N-Hydroxy-2-acetamidofluorene/N-Hydroxy-2-acetamidofluorene	N-(9H-fluoren-2-yl)-N-hydroxyacetamide	InChI=1S/C15H13NO2/c1-10(17)16(18)13-6-7-15-12(9-13)8-11-4-2-3-5-14(11)15/h2-7,9,18H,8H2,1H3	CC(=O)N(C1=CC2=C(C=C1)C3=CC=CC=C3C2)O	CC(=O)N(c1ccc2-c3c(Cc2c1)cccc3)O	5896	-1	PMID: 19702240
N-Benzoyloxy-2-acetylaminofluorene/N-Benzoyloxy-2-acetylaminofluorene	[acetyl(9H-fluoren-2-yl)amino] benzoate	InChI=1S/C22H17NO3/c1-15(24)23(26-22(25)16-7-3-2-4-8-16)19-11-12-21-18(14-19)13-17-9-5-6-10-20(17)21/h2-12,14H,13H2,1H3	CC(=O)N(C1=CC2=C(C=C1)C3=CC=CC=C3C2)OC(=O)C4=CC=CC=C4	CC(=O)N(c1ccc2-c3c(Cc2c1)cccc3)OC(=O)c1ccccc1	145830	-1	PMID: 19702240
N-Hydroxy-N-2-naphthalenylacetamide/2-(N-Hydroxyacetamido)naphthalene	N-hydroxy-N-naphthalen-2-ylacetamide	InChI=1S/C12H11NO2/c1-9(14)13(15)12-7-6-10-4-2-3-5-11(10)8-12/h2-8,15H,1H3	CC(=O)N(C1=CC2=CC=CC=C2C=C1)O	CC(=O)N(c1ccc2c(c1)cccc2)O	17272	-1	PMID: 19702240
N-Hydroxy-N-1-pyrenylacetamide/N-Hydroxy-N-1-pyrenylacetamide	N-hydroxy-N-pyren-1-ylacetamide	InChI=1S/C18H13NO2/c1-11(20)19(21)16-10-8-14-6-5-12-3-2-4-13-7-9-15(16)18(14)17(12)13/h2-10,21H,1H3	CC(=O)N(C1=C2C=CC3=CC=CC4=C3C2=C(C=C4)C=C1)O	CC(=O)N(c1ccc2c3c1ccc1c3c(cc2)ccc1)O	56886	-1	PMID: 19702240
N-Acetyl-N-hydroxy-o-toluidine/N-(o-Tolyl)acetohydroxamic acid	N-hydroxy-N-(2-methylphenyl)acetamide	InChI=1S/C9H11NO2/c1-7-5-3-4-6-9(7)10(12)8(2)11/h3-6,12H,1-2H3	CC1=CC=CC=C1N(C(=O)C)O	CC(=O)N(c1ccccc1C)O	51169	-1	PMID: 19702240
S-Pentachlorobutadienyl-N-acetylcysteine/S-Pentachlorobutadienyl-N-acetylcysteine	(2R)-2-acetamido-3-[(1E)-1,2,3,4,4-pentachlorobuta-1,3-dienyl]sulfanylpropanoic acid	InChI=1S/C9H8Cl5NO3S/c1-3(16)15-4(9(17)18)2-19-8(14)6(11)5(10)7(12)13/h4H,2H2,1H3,(H,15,16)(H,17,18)/b8-6-/t4-/m0/s1	CC(=O)N[C@@H](CS/C(=C(/C(=C(Cl)Cl)Cl)\Cl)/Cl)C(=O)O	CC(=O)N[C@H](C(=O)O)CS/C(=C(/C(=C(Cl)Cl)Cl)\Cl)/Cl	3033743	-1	PMID: 19702240
2-Acetamido-3-(1,2,2-trichloroethenylsulfanyl)propanoic acid/SCHEMBL16097634	2-acetamido-3-(1,2,2-trichloroethenylsulfanyl)propanoic acid	InChI=1S/C7H8Cl3NO3S/c1-3(12)11-4(7(13)14)2-15-6(10)5(8)9/h4H,2H2,1H3,(H,11,12)(H,13,14)	CC(=O)NC(CSC(=C(Cl)Cl)Cl)C(=O)O	CC(=O)NC(C(=O)O)CSC(=C(Cl)Cl)Cl	14502978	-1	PMID: 19702240
	2-acetamido-3-(2-chloroethylsulfanyl)propanoic acid	InChI=1S/C7H12ClNO3S/c1-5(10)9-6(7(11)12)4-13-3-2-8/h6H,2-4H2,1H3,(H,9,10)(H,11,12)	CC(=O)NC(CSCCCl)C(=O)O	CC(=O)NC(C(=O)O)CSCCCl	14059992	-1	PMID: 19702240
5-Acetamido-3-(5-nitro-2-furyl)-6H-1,2,4-oxadiazine/24143-08-6	N-[3-(5-nitrofuran-2-yl)-6H-1,2,4-oxadiazin-5-yl]acetamide	InChI=1S/C9H8N4O5/c1-5(14)10-7-4-17-12-9(11-7)6-2-3-8(18-6)13(15)16/h2-3H,4H2,1H3,(H,10,11,12,14)	CC(=O)NC1=NC(=NOC1)C2=CC=C(O2)[N+](=O)[O-]	CC(=O)NC1=NC(=NOC1)c1ccc(o1)[N+](=O)[O-]	23619935	-1	PMID: 19702240
3-Acetamidofluoranthen-2-ol/3-Acetamidofluoranthen-2-ol	N-(2-hydroxyfluoranthen-3-yl)acetamide	InChI=1S/C18H13NO2/c1-10(20)19-18-14-8-4-7-13-11-5-2-3-6-12(11)15(17(13)14)9-16(18)21/h2-9,21H,1H3,(H,19,20)	CC(=O)NC1=C(C=C2C3=CC=CC=C3C4=CC=CC1=C42)O	CC(=O)Nc1c(O)cc2-c3c(-c4c2c1ccc4)cccc3	154844	-1	PMID: 19702240
1-Acetamidopyren-3-ol/1-Acetamidopyren-3-ol	N-(3-hydroxypyren-1-yl)acetamide	InChI=1S/C18H13NO2/c1-10(20)19-15-9-16(21)14-8-6-12-4-2-3-11-5-7-13(15)18(14)17(11)12/h2-9,21H,1H3,(H,19,20)	CC(=O)NC1=CC(=C2C=CC3=CC=CC4=C3C2=C1C=C4)O	CC(=O)Nc1cc(O)c2c3c1ccc1c3c(cc2)ccc1	130453	-1	PMID: 19702240
Acetamide, N-(3-chloro-9H-fluoren-2-YL)-/3-Chloro-2-acetylaminofluorene	N-(3-chloro-9H-fluoren-2-yl)acetamide	InChI=1S/C15H12ClNO/c1-9(18)17-15-7-11-6-10-4-2-3-5-12(10)13(11)8-14(15)16/h2-5,7-8H,6H2,1H3,(H,17,18)	CC(=O)NC1=C(C=C2C(=C1)CC3=CC=CC=C32)Cl	CC(=O)Nc1cc2Cc3c(-c2cc1Cl)cccc3	56415	-1	PMID: 19702240
N-(3-Amino-4-methylphenyl)acetamide/N-(3-Amino-4-methylphenyl)acetamide	N-(3-amino-4-methylphenyl)acetamide	InChI=1S/C9H12N2O/c1-6-3-4-8(5-9(6)10)11-7(2)12/h3-5H,10H2,1-2H3,(H,11,12)	CC1=C(C=C(C=C1)NC(=O)C)N	CC(=O)Nc1ccc(c(c1)N)C	22865	-1	PMID: 19702240
1,4-Diacetamidoanthraquinone/1,4-Diacetamidoanthraquinone	N-(4-acetamido-9,10-dioxoanthracen-1-yl)acetamide	InChI=1S/C18H14N2O4/c1-9(21)19-13-7-8-14(20-10(2)22)16-15(13)17(23)11-5-3-4-6-12(11)18(16)24/h3-8H,1-2H3,(H,19,21)(H,20,22)	CC(=O)NC1=C2C(=C(C=C1)NC(=O)C)C(=O)C3=CC=CC=C3C2=O	CC(=O)Nc1ccc(c2c1C(=O)c1c(C2=O)cccc1)NC(=O)C	23032	-1	PMID: 19702240
4-Acetamidochalcone/4-Acetamidochalcone	N-[4-[(E)-3-oxo-3-phenylprop-1-enyl]phenyl]acetamide	InChI=1S/C17H15NO2/c1-13(19)18-16-10-7-14(8-11-16)9-12-17(20)15-5-3-2-4-6-15/h2-12H,1H3,(H,18,19)/b12-9+	CC(=O)NC1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2	CC(=O)Nc1ccc(cc1)/C=C/C(=O)c1ccccc1	5896580	-1	PMID: 19702240
(Z)-p-(Acetylamino)stilbene/(Z)-p-(Acetylamino)stilbene	N-[4-[(Z)-2-phenylethenyl]phenyl]acetamide	InChI=1S/C16H15NO/c1-13(18)17-16-11-9-15(10-12-16)8-7-14-5-3-2-4-6-14/h2-12H,1H3,(H,17,18)/b8-7-	CC(=O)NC1=CC=C(C=C1)/C=C\C2=CC=CC=C2	CC(=O)Nc1ccc(cc1)/C=C\c1ccccc1	1712075	-1	PMID: 19702240
N-Acetylbenzidine/N-Acetylbenzidine	N-[4-(4-aminophenyl)phenyl]acetamide	InChI=1S/C14H14N2O/c1-10(17)16-14-8-4-12(5-9-14)11-2-6-13(15)7-3-11/h2-9H,15H2,1H3,(H,16,17)	CC(=O)NC1=CC=C(C=C1)C2=CC=C(C=C2)N	CC(=O)Nc1ccc(cc1)c1ccc(cc1)N	18787	-1	PMID: 19702240
N,N'-Diacetylbenzidine/N,N'-Diacetylbenzidine	N-[4-(4-acetamidophenyl)phenyl]acetamide	InChI=1S/C16H16N2O2/c1-11(19)17-15-7-3-13(4-8-15)14-5-9-16(10-6-14)18-12(2)20/h3-10H,1-2H3,(H,17,19)(H,18,20)	CC(=O)NC1=CC=C(C=C1)C2=CC=C(C=C2)NC(=O)C	CC(=O)Nc1ccc(cc1)c1ccc(cc1)NC(=O)C	11942	-1	PMID: 19702240
