Title/Synonyms	IUPAC	InChI	Isomeric_SMILES	Canonical_SMILES	PUBCHEM_CID	Status	Source
4-(2-fluorophenyl)-3-methyl-5-(4-methylphenyl)-4,5-dihydropyrrolo[3,4-c]pyrazol-6(1H)-one/4-(2-fluorophenyl)-3-methyl-5-(4-methylphenyl)-4,5-dihydropyrrolo[3,4-c]pyrazol-6(1H)-one	4-(2-fluorophenyl)-3-methyl-5-(4-methylphenyl)-2,4-dihydropyrrolo[3,4-c]pyrazol-6-one	InChI=1S/C19H16FN3O/c1-11-7-9-13(10-8-11)23-18(14-5-3-4-6-15(14)20)16-12(2)21-22-17(16)19(23)24/h3-10,18H,1-2H3,(H,21,22)	CC1=CC=C(C=C1)N2C(C3=C(NN=C3C2=O)C)C4=CC=CC=C4F	Cc1ccc(cc1)N1C(=O)c2c(C1c1ccccc1F)c([nH]n2)C	3696568	0	AID_1259240_datatable_inactive
3-Methyl-5-(4-methylphenyl)-4-thiophen-2-yl-2,4-dihydropyrrolo[3,4-c]pyrazol-6-one/3-methyl-5-(4-methylphenyl)-4-(2-thienyl)-4,5-dihydropyrrolo[3,4-c]pyrazol-6(1H)-one	3-methyl-5-(4-methylphenyl)-4-thiophen-2-yl-2,4-dihydropyrrolo[3,4-c]pyrazol-6-one	InChI=1S/C17H15N3OS/c1-10-5-7-12(8-6-10)20-16(13-4-3-9-22-13)14-11(2)18-19-15(14)17(20)21/h3-9,16H,1-2H3,(H,18,19)	CC1=CC=C(C=C1)N2C(C3=C(NN=C3C2=O)C)C4=CC=CS4	Cc1ccc(cc1)N1C(=O)c2c(C1c1cccs1)c([nH]n2)C	4271568	0	AID_1259240_datatable_inactive
3-(4-methylphenyl)-4-(3-nitrophenyl)-4,5-dihydropyrrolo[3,4-c]pyrazol-6(1H)-one/MCULE-9660784317	3-(4-methylphenyl)-4-(3-nitrophenyl)-4,5-dihydro-1H-pyrrolo[3,4-c]pyrazol-6-one	InChI=1S/C18H14N4O3/c1-10-5-7-11(8-6-10)16-14-15(19-18(23)17(14)21-20-16)12-3-2-4-13(9-12)22(24)25/h2-9,15H,1H3,(H,19,23)(H,20,21)	CC1=CC=C(C=C1)C2=NNC3=C2C(NC3=O)C4=CC(=CC=C4)[N+](=O)[O-]	Cc1ccc(cc1)c1n[nH]c2c1C(NC2=O)c1cccc(c1)[N+](=O)[O-]	46253326	0	AID_1259240_datatable_inactive
4-(3-hydroxyphenyl)-3-(4-methylphenyl)-4,5-dihydro-1H-pyrrolo[3,4-c]pyrazol-6-one/SCHEMBL10117048	4-(3-hydroxyphenyl)-3-(4-methylphenyl)-4,5-dihydro-1H-pyrrolo[3,4-c]pyrazol-6-one	InChI=1S/C18H15N3O2/c1-10-5-7-11(8-6-10)16-14-15(12-3-2-4-13(22)9-12)19-18(23)17(14)21-20-16/h2-9,15,22H,1H3,(H,19,23)(H,20,21)	CC1=CC=C(C=C1)C2=NNC3=C2C(NC3=O)C4=CC(=CC=C4)O	Cc1ccc(cc1)c1n[nH]c2c1C(NC2=O)c1cccc(c1)O	20854698	0	AID_1259240_datatable_inactive
3-(4-methoxyphenyl)-4-phenyl-4,5-dihydropyrrolo[3,4-c]pyrazol-6(1H)-one/CCG-131141	3-(4-methoxyphenyl)-4-phenyl-4,5-dihydro-1H-pyrrolo[3,4-c]pyrazol-6-one	InChI=1S/C18H15N3O2/c1-23-13-9-7-12(8-10-13)16-14-15(11-5-3-2-4-6-11)19-18(22)17(14)21-20-16/h2-10,15H,1H3,(H,19,22)(H,20,21)	COC1=CC=C(C=C1)C2=NNC3=C2C(NC3=O)C4=CC=CC=C4	COc1ccc(cc1)c1n[nH]c2c1C(NC2=O)c1ccccc1	20854700	0	AID_1259240_datatable_inactive
4-(2-fluorophenyl)-3-methyl-4,5-dihydro-2H-pyrrolo[3,4-c]pyrazol-6-one/MLS000116867	4-(2-fluorophenyl)-3-methyl-4,5-dihydro-2H-pyrrolo[3,4-c]pyrazol-6-one	InChI=1S/C12H10FN3O/c1-6-9-10(7-4-2-3-5-8(7)13)14-12(17)11(9)16-15-6/h2-5,10H,1H3,(H,14,17)(H,15,16)	CC1=C2C(NC(=O)C2=NN1)C3=CC=CC=C3F	Fc1ccccc1C1NC(=O)c2c1c(C)[nH]n2	5309210	0	AID_1259240_datatable_inactive
Methyl 4-(3-methyl-6-oxo-1,4,5,6-tetrahydropyrrolo[3,4-c]pyrazol-4-yl)benzoate/methyl 4-(3-methyl-6-oxo-1,4,5,6-tetrahydropyrrolo[3,4-c]pyrazol-4-yl)benzoate	methyl 4-(3-methyl-6-oxo-4,5-dihydro-2H-pyrrolo[3,4-c]pyrazol-4-yl)benzoate	InChI=1S/C14H13N3O3/c1-7-10-11(15-13(18)12(10)17-16-7)8-3-5-9(6-4-8)14(19)20-2/h3-6,11H,1-2H3,(H,15,18)(H,16,17)	CC1=C2C(NC(=O)C2=NN1)C3=CC=C(C=C3)C(=O)OC	COC(=O)c1ccc(cc1)C1NC(=O)c2c1c(C)[nH]n2	4919162	0	AID_1259240_datatable_inactive
4-(3-ethoxy-4-hydroxyphenyl)-3-methyl-4,5-dihydro-2H-pyrrolo[3,4-c]pyrazol-6-one/CCG-131228	4-(3-ethoxy-4-hydroxyphenyl)-3-methyl-4,5-dihydro-2H-pyrrolo[3,4-c]pyrazol-6-one	InChI=1S/C14H15N3O3/c1-3-20-10-6-8(4-5-9(10)18)12-11-7(2)16-17-13(11)14(19)15-12/h4-6,12,18H,3H2,1-2H3,(H,15,19)(H,16,17)	CCOC1=C(C=CC(=C1)C2C3=C(NN=C3C(=O)N2)C)O	CCOc1cc(ccc1O)C1NC(=O)c2c1c(C)[nH]n2	20854746	0	AID_1259240_datatable_inactive
3-methyl-4-thiophen-2-yl-4,5-dihydro-2H-pyrrolo[3,4-c]pyrazol-6-one/CCG-131229	3-methyl-4-thiophen-2-yl-4,5-dihydro-2H-pyrrolo[3,4-c]pyrazol-6-one	InChI=1S/C10H9N3OS/c1-5-7-8(6-3-2-4-15-6)11-10(14)9(7)13-12-5/h2-4,8H,1H3,(H,11,14)(H,12,13)	CC1=C2C(NC(=O)C2=NN1)C3=CC=CS3	O=C1NC(c2c1n[nH]c2C)c1cccs1	46253342	0	AID_1259240_datatable_inactive
4-(4-hydroxyphenyl)-3-methyl-4,5-dihydro-2H-pyrrolo[3,4-c]pyrazol-6-one/SR-01000126978	4-(4-hydroxyphenyl)-3-methyl-4,5-dihydro-2H-pyrrolo[3,4-c]pyrazol-6-one	InChI=1S/C12H11N3O2/c1-6-9-10(7-2-4-8(16)5-3-7)13-12(17)11(9)15-14-6/h2-5,10,16H,1H3,(H,13,17)(H,14,15)	CC1=C2C(NC(=O)C2=NN1)C3=CC=C(C=C3)O	Oc1ccc(cc1)C1NC(=O)c2c1c(C)[nH]n2	20854747	0	AID_1259240_datatable_inactive
N-(4-Fluorophenyl)-7-Hydroxy-5-(Piperidin-4-Yl)pyrazolo[1,5-A]pyrimidine-3-Carboxamide/CHEMBL2387466	N-(4-fluorophenyl)-7-oxo-5-piperidin-4-yl-1H-pyrazolo[1,5-a]pyrimidine-3-carboxamide	InChI=1S/C18H18FN5O2/c19-12-1-3-13(4-2-12)22-18(26)14-10-21-24-16(25)9-15(23-17(14)24)11-5-7-20-8-6-11/h1-4,9-11,20-21H,5-8H2,(H,22,26)	C1CNCCC1C2=CC(=O)N3C(=N2)C(=CN3)C(=O)NC4=CC=C(C=C4)F	Fc1ccc(cc1)NC(=O)c1c[nH]n2c1nc(cc2=O)C1CCNCC1	16043794	0	AID_1259240_datatable_inactive
N-[(4-chlorophenyl)methyl]-7-oxo-5-piperidin-4-yl-1H-pyrazolo[1,5-a]pyrimidine-3-carboxamide/nan	N-[(4-chlorophenyl)methyl]-7-oxo-5-piperidin-4-yl-1H-pyrazolo[1,5-a]pyrimidine-3-carboxamide	InChI=1S/C19H20ClN5O2/c20-14-3-1-12(2-4-14)10-22-19(27)15-11-23-25-17(26)9-16(24-18(15)25)13-5-7-21-8-6-13/h1-4,9,11,13,21,23H,5-8,10H2,(H,22,27)	C1CNCCC1C2=CC(=O)N3C(=N2)C(=CN3)C(=O)NCC4=CC=C(C=C4)Cl	Clc1ccc(cc1)CNC(=O)c1c[nH]n2c1nc(cc2=O)C1CCNCC1	20854792	0	AID_1259240_datatable_inactive
3-{(E)-[3,7-dioxo-6-(4-propoxybenzyl)-7H-[1,3]thiazolo[3,2-b][1,2,4]triazin-2(3H)-ylidene]methyl}phenyl acetate/3-{(E)-[3,7-dioxo-6-(4-propoxybenzyl)-7H-[1,3]thiazolo[3,2-b][1,2,4]triazin-2(3H)-ylidene]methyl}phenyl acetate	[3-[(E)-[3,7-dioxo-6-[(4-propoxyphenyl)methyl]-[1,3]thiazolo[3,2-b][1,2,4]triazin-2-ylidene]methyl]phenyl] acetate	InChI=1S/C24H21N3O5S/c1-3-11-31-18-9-7-16(8-10-18)13-20-22(29)25-24-27(26-20)23(30)21(33-24)14-17-5-4-6-19(12-17)32-15(2)28/h4-10,12,14H,3,11,13H2,1-2H3/b21-14+	CCCOC1=CC=C(C=C1)CC2=NN3C(=O)/C(=C\C4=CC(=CC=C4)OC(=O)C)/SC3=NC2=O	CCCOc1ccc(cc1)Cc1nn2c(nc1=O)s/c(=C/c1cccc(c1)OC(=O)C)/c2=O	1979194	0	AID_1259240_datatable_inactive
Ethyl 5-(4-methyl-3-nitrobenzamido)-4-oxo-3-(p-tolyl)-3,4-dihydrothieno[3,4-d]pyridazine-1-carboxylate/851948-42-0	ethyl 5-[(4-methyl-3-nitrobenzoyl)amino]-3-(4-methylphenyl)-4-oxothieno[3,4-d]pyridazine-1-carboxylate	InChI=1S/C24H20N4O6S/c1-4-34-24(31)20-17-12-35-22(25-21(29)15-8-7-14(3)18(11-15)28(32)33)19(17)23(30)27(26-20)16-9-5-13(2)6-10-16/h5-12H,4H2,1-3H3,(H,25,29)	CCOC(=O)C1=NN(C(=O)C2=C(SC=C21)NC(=O)C3=CC(=C(C=C3)C)[N+](=O)[O-])C4=CC=C(C=C4)C	CCOC(=O)c1nn(c2ccc(cc2)C)c(=O)c2c1csc2NC(=O)c1ccc(c(c1)[N+](=O)[O-])C	3633691	0	AID_1259240_datatable_inactive
Ethyl 3-(4-chlorophenyl)-5-(cyclopropanecarbonylamino)-4-oxothieno[3,4-d]pyridazine-1-carboxylate/851950-07-7	ethyl 3-(4-chlorophenyl)-5-(cyclopropanecarbonylamino)-4-oxothieno[3,4-d]pyridazine-1-carboxylate	InChI=1S/C19H16ClN3O4S/c1-2-27-19(26)15-13-9-28-17(21-16(24)10-3-4-10)14(13)18(25)23(22-15)12-7-5-11(20)6-8-12/h5-10H,2-4H2,1H3,(H,21,24)	CCOC(=O)C1=NN(C(=O)C2=C(SC=C21)NC(=O)C3CC3)C4=CC=C(C=C4)Cl	CCOC(=O)c1nn(c2ccc(cc2)Cl)c(=O)c2c1csc2NC(=O)C1CC1	5075761	0	AID_1259240_datatable_inactive
Ethyl 5-acetamido-3-(4-methoxyphenyl)-4-oxo-3,4-dihydrothieno[3,4-d]pyridazine-1-carboxylate/ethyl 5-acetamido-3-(4-methoxyphenyl)-4-oxo-3,4-dihydrothieno[3,4-d]pyridazine-1-carboxylate	ethyl 5-acetamido-3-(4-methoxyphenyl)-4-oxothieno[3,4-d]pyridazine-1-carboxylate	InChI=1S/C18H17N3O5S/c1-4-26-18(24)15-13-9-27-16(19-10(2)22)14(13)17(23)21(20-15)11-5-7-12(25-3)8-6-11/h5-9H,4H2,1-3H3,(H,19,22)	CCOC(=O)C1=NN(C(=O)C2=C(SC=C21)NC(=O)C)C3=CC=C(C=C3)OC	CCOC(=O)c1nn(c2ccc(cc2)OC)c(=O)c2c1csc2NC(=O)C	2814252	0	AID_1259240_datatable_inactive
(6Z)-6-{[1-(2-fluorophenyl)-2,5-dimethyl-1H-pyrrol-3-yl]methylene}-7-imino-2-methyl-6,7-dihydro-5H-isoxazolo[2,3-a]pyrimidin-5-one/(6Z)-6-{[1-(2-fluorophenyl)-2,5-dimethyl-1H-pyrrol-3-yl]methylene}-7-imino-2-methyl-6,7-dihydro-5H-isoxazolo[2,3-a]pyrimidin-5-one	(6Z)-6-[[1-(2-fluorophenyl)-2,5-dimethylpyrrol-3-yl]methylidene]-7-imino-2-methyl-[1,2]oxazolo[2,3-a]pyrimidin-5-one	InChI=1S/C20H17FN4O2/c1-11-8-14(13(3)24(11)17-7-5-4-6-16(17)21)10-15-19(22)25-18(23-20(15)26)9-12(2)27-25/h4-10,22H,1-3H3/b15-10-,22-19?	CC1=CC(=C(N1C2=CC=CC=C2F)C)/C=C\3/C(=N)N4C(=NC3=O)C=C(O4)C	CC1=CC2=NC(=O)/C(=C\c3cc(n(c3C)c3ccccc3F)C)/C(=N)N2O1	12005018	0	AID_1259240_datatable_inactive
2-[4-(4-methylbenzyl)-3-oxo-3,4-dihydro-2H-1,4-benzothiazin-2-yl]-N-(tetrahydrofuran-2-ylmethyl)propanamide/MCULE-2812998652	2-[4-[(4-methylphenyl)methyl]-3-oxo-1,4-benzothiazin-2-yl]-N-(oxolan-2-ylmethyl)propanamide	InChI=1S/C24H28N2O3S/c1-16-9-11-18(12-10-16)15-26-20-7-3-4-8-21(20)30-22(24(26)28)17(2)23(27)25-14-19-6-5-13-29-19/h3-4,7-12,17,19,22H,5-6,13-15H2,1-2H3,(H,25,27)	CC1=CC=C(C=C1)CN2C3=CC=CC=C3SC(C2=O)C(C)C(=O)NCC4CCCO4	O=C(C(C1Sc2ccccc2N(C1=O)Cc1ccc(cc1)C)C)NCC1CCCO1	20857338	0	AID_1259240_datatable_inactive
1-methyl-2-(4-methylpiperazine-1-carbonyl)-5H-pyrrolo[3,2-c]quinolin-4-one/EU-0060092	1-methyl-2-(4-methylpiperazine-1-carbonyl)-5H-pyrrolo[3,2-c]quinolin-4-one	InChI=1S/C18H20N4O2/c1-20-7-9-22(10-8-20)18(24)15-11-13-16(21(15)2)12-5-3-4-6-14(12)19-17(13)23/h3-6,11H,7-10H2,1-2H3,(H,19,23)	CN1CCN(CC1)C(=O)C2=CC3=C(N2C)C4=CC=CC=C4NC3=O	CN1CCN(CC1)C(=O)c1cc2c(n1C)c1ccccc1[nH]c2=O	16001164	0	AID_1259240_datatable_inactive
1-methyl-N-(2-morpholin-4-ylethyl)-4-oxo-5H-pyrrolo[3,2-c]quinoline-2-carboxamide/CCG-29185	1-methyl-N-(2-morpholin-4-ylethyl)-4-oxo-5H-pyrrolo[3,2-c]quinoline-2-carboxamide	InChI=1S/C19H22N4O3/c1-22-16(19(25)20-6-7-23-8-10-26-11-9-23)12-14-17(22)13-4-2-3-5-15(13)21-18(14)24/h2-5,12H,6-11H2,1H3,(H,20,25)(H,21,24)	CN1C(=CC2=C1C3=CC=CC=C3NC2=O)C(=O)NCCN4CCOCC4	O=C(c1cc2c(n1C)c1ccccc1[nH]c2=O)NCCN1CCOCC1	20857404	0	AID_1259240_datatable_inactive
2-(4-ethylpiperazine-1-carbonyl)-1-methyl-5H-pyrrolo[3,2-c]quinolin-4-one/SR-01000128586	2-(4-ethylpiperazine-1-carbonyl)-1-methyl-5H-pyrrolo[3,2-c]quinolin-4-one	InChI=1S/C19H22N4O2/c1-3-22-8-10-23(11-9-22)19(25)16-12-14-17(21(16)2)13-6-4-5-7-15(13)20-18(14)24/h4-7,12H,3,8-11H2,1-2H3,(H,20,24)	CCN1CCN(CC1)C(=O)C2=CC3=C(N2C)C4=CC=CC=C4NC3=O	CCN1CCN(CC1)C(=O)c1cc2c(n1C)c1ccccc1[nH]c2=O	20857413	0	AID_1259240_datatable_inactive
N-(3-morpholin-4-ylpropyl)-1,2,3,4-tetrahydroacridin-9-amine/SR-01000128630	N-(3-morpholin-4-ylpropyl)-1,2,3,4-tetrahydroacridin-9-amine	InChI=1S/C20H27N3O/c1-3-8-18-16(6-1)20(17-7-2-4-9-19(17)22-18)21-10-5-11-23-12-14-24-15-13-23/h1,3,6,8H,2,4-5,7,9-15H2,(H,21,22)	C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCCN4CCOCC4	O1CCN(CC1)CCCNc1c2CCCCc2nc2c1cccc2	122706683	0	AID_1259240_datatable_inactive
(6E)-5-azanylidene-6-[[5-(furan-2-ylmethylsulfanyl)furan-2-yl]methylidene]-2-propyl-[1,3,4]thiadiazolo[3,2-a]pyrimidin-7-one/MLS000521349	(6E)-6-[[5-(furan-2-ylmethylsulfanyl)furan-2-yl]methylidene]-5-imino-2-propyl-[1,3,4]thiadiazolo[3,2-a]pyrimidin-7-one	InChI=1S/C18H16N4O3S2/c1-2-4-14-21-22-16(19)13(17(23)20-18(22)27-14)9-11-6-7-15(25-11)26-10-12-5-3-8-24-12/h3,5-9,19H,2,4,10H2,1H3/b13-9+,19-16?	CCCC1=NN2C(=N)/C(=C\C3=CC=C(O3)SCC4=CC=CO4)/C(=O)N=C2S1	CCCC1=NN2C(=NC(=O)/C(=C/c3ccc(o3)SCc3ccco3)/C2=N)S1	9550113	0	AID_1259240_datatable_inactive
(6Z)-6-({5-[(2-furylmethyl)thio]-2-furyl}methylene)-5-imino-3-phenyl-5,6-dihydro-7H-[1,3]thiazolo[3,2-a]pyrimidin-7-one/ZINC20238812	(6Z)-6-[[5-(furan-2-ylmethylsulfanyl)furan-2-yl]methylidene]-5-imino-3-phenyl-[1,3]thiazolo[3,2-a]pyrimidin-7-one	InChI=1S/C22H15N3O3S2/c23-20-17(11-15-8-9-19(28-15)29-12-16-7-4-10-27-16)21(26)24-22-25(20)18(13-30-22)14-5-2-1-3-6-14/h1-11,13,23H,12H2/b17-11-,23-20?	C1=CC=C(C=C1)C2=CSC3=NC(=O)/C(=C\C4=CC=C(O4)SCC5=CC=CO5)/C(=N)N23	O=C1N=C2SC=C(N2C(=N)/C/1=C/c1ccc(o1)SCc1ccco1)c1ccccc1	46254934	0	AID_1259240_datatable_inactive
2-[(5Z)-5-[[5-(furan-2-ylmethylsulfanyl)furan-2-yl]methylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]acetic acid/SR-01000128717	2-[(5Z)-5-[[5-(furan-2-ylmethylsulfanyl)furan-2-yl]methylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]acetic acid	InChI=1S/C15H11NO5S3/c17-12(18)7-16-14(19)11(24-15(16)22)6-9-3-4-13(21-9)23-8-10-2-1-5-20-10/h1-6H,7-8H2,(H,17,18)/b11-6-	C1=COC(=C1)CSC2=CC=C(O2)/C=C\3/C(=O)N(C(=S)S3)CC(=O)O	OC(=O)CN1C(=S)S/C(=C\c2ccc(o2)SCc2ccco2)/C1=O	122706684	0	AID_1259240_datatable_inactive
2-((5-((2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)methyl)-4-phenyl-4H-1,2,4-triazol-3-yl)thio)-N-(5-methylisoxazol-3-yl)acetamide/852047-08-6	2-[[5-[(2,4-dioxo-1H-pyrimidin-6-yl)methyl]-4-phenyl-1,2,4-triazol-3-yl]sulfanyl]-N-(5-methyl-1,2-oxazol-3-yl)acetamide	InChI=1S/C19H17N7O4S/c1-11-7-14(25-30-11)21-17(28)10-31-19-24-23-15(26(19)13-5-3-2-4-6-13)8-12-9-16(27)22-18(29)20-12/h2-7,9H,8,10H2,1H3,(H,21,25,28)(H2,20,22,27,29)	CC1=CC(=NO1)NC(=O)CSC2=NN=C(N2C3=CC=CC=C3)CC4=CC(=O)NC(=O)N4	O=C(Nc1noc(c1)C)CSc1nnc(n1c1ccccc1)Cc1cc(=O)[nH]c(=O)[nH]1	4294765	0	AID_1259240_datatable_inactive
2-((4-(4-chlorophenyl)-5-((2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)methyl)-4H-1,2,4-triazol-3-yl)thio)-N-(5-methylisoxazol-3-yl)acetamide/852154-95-1	2-[[4-(4-chlorophenyl)-5-[(2,4-dioxo-1H-pyrimidin-6-yl)methyl]-1,2,4-triazol-3-yl]sulfanyl]-N-(5-methyl-1,2-oxazol-3-yl)acetamide	InChI=1S/C19H16ClN7O4S/c1-10-6-14(26-31-10)22-17(29)9-32-19-25-24-15(7-12-8-16(28)23-18(30)21-12)27(19)13-4-2-11(20)3-5-13/h2-6,8H,7,9H2,1H3,(H,22,26,29)(H2,21,23,28,30)	CC1=CC(=NO1)NC(=O)CSC2=NN=C(N2C3=CC=C(C=C3)Cl)CC4=CC(=O)NC(=O)N4	O=C(Nc1noc(c1)C)CSc1nnc(n1c1ccc(cc1)Cl)Cc1cc(=O)[nH]c(=O)[nH]1	4648862	0	AID_1259240_datatable_inactive
6-[[4-(4-chlorophenyl)-5-phenacylsulfanyl-1,2,4-triazol-3-yl]methyl]-1H-pyrimidine-2,4-dione/6-((4-(4-chlorophenyl)-5-((2-oxo-2-phenylethyl)thio)-4H-1,2,4-triazol-3-yl)methyl)pyrimidine-2,4(1H,3H)-dione	6-[[4-(4-chlorophenyl)-5-phenacylsulfanyl-1,2,4-triazol-3-yl]methyl]-1H-pyrimidine-2,4-dione	InChI=1S/C21H16ClN5O3S/c22-14-6-8-16(9-7-14)27-18(10-15-11-19(29)24-20(30)23-15)25-26-21(27)31-12-17(28)13-4-2-1-3-5-13/h1-9,11H,10,12H2,(H2,23,24,29,30)	C1=CC=C(C=C1)C(=O)CSC2=NN=C(N2C3=CC=C(C=C3)Cl)CC4=CC(=O)NC(=O)N4	Clc1ccc(cc1)n1c(SCC(=O)c2ccccc2)nnc1Cc1cc(=O)[nH]c(=O)[nH]1	3573018	0	AID_1259240_datatable_inactive
6-[[4-(4-chlorophenyl)-5-[2-(4-methoxyphenyl)-2-oxoethyl]sulfanyl-1,2,4-triazol-3-yl]methyl]-1H-pyrimidine-2,4-dione/6-((4-(4-chlorophenyl)-5-((2-(4-methoxyphenyl)-2-oxoethyl)thio)-4H-1,2,4-triazol-3-yl)methyl)pyrimidine-2,4(1H,3H)-dione	6-[[4-(4-chlorophenyl)-5-[2-(4-methoxyphenyl)-2-oxoethyl]sulfanyl-1,2,4-triazol-3-yl]methyl]-1H-pyrimidine-2,4-dione	InChI=1S/C22H18ClN5O4S/c1-32-17-8-2-13(3-9-17)18(29)12-33-22-27-26-19(10-15-11-20(30)25-21(31)24-15)28(22)16-6-4-14(23)5-7-16/h2-9,11H,10,12H2,1H3,(H2,24,25,30,31)	COC1=CC=C(C=C1)C(=O)CSC2=NN=C(N2C3=CC=C(C=C3)Cl)CC4=CC(=O)NC(=O)N4	COc1ccc(cc1)C(=O)CSc1nnc(n1c1ccc(cc1)Cl)Cc1cc(=O)[nH]c(=O)[nH]1	3573020	0	AID_1259240_datatable_inactive
2-Morpholino-3-benzyl-3,4-dihydroquinazoline-4-one/ZINC5026046	3-benzyl-2-morpholin-4-ylquinazolin-4-one	InChI=1S/C19H19N3O2/c23-18-16-8-4-5-9-17(16)20-19(21-10-12-24-13-11-21)22(18)14-15-6-2-1-3-7-15/h1-9H,10-14H2	C1COCCN1C2=NC3=CC=CC=C3C(=O)N2CC4=CC=CC=C4	O=c1n(Cc2ccccc2)c(nc2c1cccc2)N1CCOCC1	20858421	0	AID_1259240_datatable_inactive
1-(1,4-Dimethyl-2,3-dioxoquinoxalin-6-yl)sulfonylpiperidine-4-carboxamide/SR-01000096707	1-(1,4-dimethyl-2,3-dioxoquinoxalin-6-yl)sulfonylpiperidine-4-carboxamide	InChI=1S/C16H20N4O5S/c1-18-12-4-3-11(9-13(12)19(2)16(23)15(18)22)26(24,25)20-7-5-10(6-8-20)14(17)21/h3-4,9-10H,5-8H2,1-2H3,(H2,17,21)	CN1C2=C(C=C(C=C2)S(=O)(=O)N3CCC(CC3)C(=O)N)N(C(=O)C1=O)C	NC(=O)C1CCN(CC1)S(=O)(=O)c1ccc2c(c1)n(C)c(=O)c(=O)n2C	122706685	0	AID_1259240_datatable_inactive
1,4-dimethyl-N-(3-methylbutyl)-2,3-dioxoquinoxaline-6-sulfonamide/CCG-132256	1,4-dimethyl-N-(3-methylbutyl)-2,3-dioxoquinoxaline-6-sulfonamide	InChI=1S/C15H21N3O4S/c1-10(2)7-8-16-23(21,22)11-5-6-12-13(9-11)18(4)15(20)14(19)17(12)3/h5-6,9-10,16H,7-8H2,1-4H3	CC(C)CCNS(=O)(=O)C1=CC2=C(C=C1)N(C(=O)C(=O)N2C)C	CC(CCNS(=O)(=O)c1ccc2c(c1)n(C)c(=O)c(=O)n2C)C	20858639	0	AID_1259240_datatable_inactive
N-butyl-N-ethyl-1,4-dimethyl-2,3-dioxo-1,2,3,4-tetrahydroquinoxaline-6-sulfonamide/N-butyl-N-ethyl-1,4-dimethyl-2,3-dioxo-1,2,3,4-tetrahydroquinoxaline-6-sulfonamide	N-butyl-N-ethyl-1,4-dimethyl-2,3-dioxoquinoxaline-6-sulfonamide	InChI=1S/C16H23N3O4S/c1-5-7-10-19(6-2)24(22,23)12-8-9-13-14(11-12)18(4)16(21)15(20)17(13)3/h8-9,11H,5-7,10H2,1-4H3	CCCCN(CC)S(=O)(=O)C1=CC2=C(C=C1)N(C(=O)C(=O)N2C)C	CCCCN(S(=O)(=O)c1ccc2c(c1)n(C)c(=O)c(=O)n2C)CC	16195372	0	AID_1259240_datatable_inactive
N-(6-acetyl-1,3-benzodioxol-5-yl)-5-methyl-2-phenyl-3-pyrazolecarboxamide/MLS000117793	N-(6-acetyl-1,3-benzodioxol-5-yl)-5-methyl-2-phenylpyrazole-3-carboxamide	InChI=1S/C20H17N3O4/c1-12-8-17(23(22-12)14-6-4-3-5-7-14)20(25)21-16-10-19-18(26-11-27-19)9-15(16)13(2)24/h3-10H,11H2,1-2H3,(H,21,25)	CC1=NN(C(=C1)C(=O)NC2=CC3=C(C=C2C(=O)C)OCO3)C4=CC=CC=C4	Cc1nn(c(c1)C(=O)Nc1cc2OCOc2cc1C(=O)C)c1ccccc1	5308605	0	AID_1259240_datatable_inactive
N-cyclopropyl-2-[6-(diethylsulfamoyl)-3-oxo-1,4-benzoxazin-4-yl]acetamide/CCG-132464	N-cyclopropyl-2-[6-(diethylsulfamoyl)-3-oxo-1,4-benzoxazin-4-yl]acetamide	InChI=1S/C17H23N3O5S/c1-3-19(4-2)26(23,24)13-7-8-15-14(9-13)20(17(22)11-25-15)10-16(21)18-12-5-6-12/h7-9,12H,3-6,10-11H2,1-2H3,(H,18,21)	CCN(CC)S(=O)(=O)C1=CC2=C(C=C1)OCC(=O)N2CC(=O)NC3CC3	CCN(S(=O)(=O)c1ccc2c(c1)N(CC(=O)NC1CC1)C(=O)CO2)CC	20861495	0	AID_1259240_datatable_inactive
N-(1,3-benzodioxol-5-ylmethyl)-2-[6-(morpholin-4-ylsulfonyl)-3-oxo-2,3-dihydro-4H-1,4-benzoxazin-4-yl]acetamide/ZINC20279521	N-(1,3-benzodioxol-5-ylmethyl)-2-(6-morpholin-4-ylsulfonyl-3-oxo-1,4-benzoxazin-4-yl)acetamide	InChI=1S/C22H23N3O8S/c26-21(23-11-15-1-3-19-20(9-15)33-14-32-19)12-25-17-10-16(2-4-18(17)31-13-22(25)27)34(28,29)24-5-7-30-8-6-24/h1-4,9-10H,5-8,11-14H2,(H,23,26)	C1COCCN1S(=O)(=O)C2=CC3=C(C=C2)OCC(=O)N3CC(=O)NCC4=CC5=C(C=C4)OCO5	O=C(CN1C(=O)COc2c1cc(cc2)S(=O)(=O)N1CCOCC1)NCc1ccc2c(c1)OCO2	20861530	0	AID_1259240_datatable_inactive
